Vardi,Dzimums,Skaits
"RŪTA REBEKA","SIEVIETE",4
"RŪTA REGĪNA","SIEVIETE",1
"RŪTA REINA","SIEVIETE",2
"RŪTA RENĀTE","SIEVIETE",1
"RŪTA RIGONDA","SIEVIETE",1
"RŪTA ROBINA","SIEVIETE",1
"RŪTA ROZE","SIEVIETE",1
"RŪTA RUDĪTE","SIEVIETE",1
"RŪTA RĒZIJA","SIEVIETE",2
"RŪTA SABĪNE","SIEVIETE",1
"RŪTA SAMANTA","SIEVIETE",1
"RŪTA SANDIJA","SIEVIETE",1
"RŪTA SARMĪTE","SIEVIETE",1
"RŪTA SELMA","SIEVIETE",1
"RŪTA SIGITA","SIEVIETE",1
"RŪTA SIGRIDA","SIEVIETE",1
"RŪTA SKAIDRĪTE","SIEVIETE",1
"RŪTA SOFIJA","SIEVIETE",1
"RŪTA SOLVEIGA","SIEVIETE",1
"RŪTA SŪZANNA","SIEVIETE",1
"RŪTA TERĒZE","SIEVIETE",1
"RŪTA TILLA","SIEVIETE",1
"RŪTA ULLA","SIEVIETE",1
"RŪTA UNA","SIEVIETE",1
"RŪTA VALIJA","SIEVIETE",1
"RŪTA VIKTORIJA","SIEVIETE",2
"RŪTA VINERTA","SIEVIETE",1
"RŪTA ZAIGA","SIEVIETE",1
"RŪTA ZIGRIDA","SIEVIETE",1
"RŪTA ZIGRĪDA","SIEVIETE",1
"RŪTA ĀRIJA","SIEVIETE",3
"RŪTA ĒRIKA","SIEVIETE",1
"RŪTE","SIEVIETE",3
"RŪTE LŪCIJA","SIEVIETE",1
"RŪTIŅA","SIEVIETE",5
"RŪTS","VĪRIETIS",1
"RŪVENS","VĪRIETIS",1
"S LAYA SHIRLY","SIEVIETE",1
"SAAD ALI","VĪRIETIS",1
"SAADAT","SIEVIETE",1
"SAADATA","SIEVIETE",3
"SAADET ECEM","SIEVIETE",1
"SAADS IBN HAMZA","VĪRIETIS",1
"SAAGITHYAN","VĪRIETIS",1
"SAANA ELINA","SIEVIETE",1
"SAANVI","SIEVIETE",1
"SAAR","VĪRIETIS",1
"SAARA ANNA KAISA","SIEVIETE",1
"SAARA MARKETTA","SIEVIETE",1
"SAARA VILHELMIINA","SIEVIETE",1
"SAARANGU","VĪRIETIS",1
"SABA","VĪRIETIS",4
"SABA SHAHID","SIEVIETE",1
"SABAH","SIEVIETE",2
"SABAH","VĪRIETIS",2
"SABAN","VĪRIETIS",1
"SABAN METIN","VĪRIETIS",1
"SABARI MAYLAPRAVAN","VĪRIETIS",1
"SABARINATH","VĪRIETIS",1
"SABARISH KRISHNA","VĪRIETIS",1
"SABASTIANS ARMANDO","VĪRIETIS",1
"SABAWOON","VĪRIETIS",1
"SABELA","SIEVIETE",1
"SABETA","SIEVIETE",1
"SABIERS","VĪRIETIS",1
"SABIHA","SIEVIETE",2
"SABIJA REHMANE","SIEVIETE",1
"SABIN","VĪRIETIS",2
"SABINA","SIEVIETE",239
"SABINA AGNIESZKA","SIEVIETE",1
"SABINA BERNADETE AIJA","SIEVIETE",1
"SABINA DŽEINA","SIEVIETE",1
"SABINA ENĒA","SIEVIETE",1
"SABINA LIDIJA","SIEVIETE",1
"SABINA MARIE","SIEVIETE",1
"SABINA MARIJA","SIEVIETE",1
"SABINA SVETLANA","SIEVIETE",1
"SABINA-MARIA","SIEVIETE",1
"SABINAKHON","SIEVIETE",2
"SABINE","SIEVIETE",15
"SABINE ANNA","SIEVIETE",1
"SABINE ELISABETH","SIEVIETE",1
"SABINE MARIA","SIEVIETE",1
"SABINE ULRIKE","SIEVIETE",1
"SABIR","VĪRIETIS",4
"SABIRA","SIEVIETE",2
"SABIRA ALEKSANDRA","SIEVIETE",1
"SABIRAT","SIEVIETE",1
"SABIRJAN","VĪRIETIS",1
"SABIRJAN SABIRJANOVICH","VĪRIETIS",1
"SABIRS","VĪRIETIS",5
"SABLINA","SIEVIETE",2
"SABOHAT","SIEVIETE",1
"SABOKHAT","SIEVIETE",1
"SABRI","VĪRIETIS",2
"SABRIAKHON","SIEVIETE",1
"SABRIELA ZINTA","SIEVIETE",1
"SABRIN","SIEVIETE",1
"SABRINA","SIEVIETE",110
"SABRINA AMELIJA MĒRIJA","SIEVIETE",1
"SABRINA ANNA","SIEVIETE",1
"SABRINA BEATRICE","SIEVIETE",1
"SABRINA CHRISTEN","SIEVIETE",1
"SABRINA DMITRIJA","SIEVIETE",1
"SABRINA DŽOJA","SIEVIETE",1
"SABRINA ELAINE","SIEVIETE",1
"SABRINA GIANNA","SIEVIETE",1
"SABRINA HANA","SIEVIETE",1
"SABRINA LINA","SIEVIETE",1
"SABRINA LYNN","SIEVIETE",1
"SABRINA MAIJA","SIEVIETE",1
"SABRINA MARIJA","SIEVIETE",1
"SABRINA MIŠELA ROZA","SIEVIETE",1
"SABRINA RAMANDA","SIEVIETE",1
"SABRINA REBEKA","SIEVIETE",1
"SABRINA ROZA","SIEVIETE",1
"SABRINA SHOSHANNA","SIEVIETE",1
"SABRINA UNA","SIEVIETE",1
"SABRINAJON","SIEVIETE",1
"SABRINE KAURA","SIEVIETE",1
"SABRĪNA","SIEVIETE",49
"SABRĪNA ALEKSANDRA","SIEVIETE",1
"SABRĪNA ELIZABETA","SIEVIETE",1
"SABRĪNA KLĒRA","SIEVIETE",2
"SABRĪNA KRISTIĀNA","SIEVIETE",1
"SABRĪNA LILIJA","SIEVIETE",1
"SABRĪNA LĪVA","SIEVIETE",1
"SABRĪNA MARGO","SIEVIETE",1
"SABRĪNA PAULA","SIEVIETE",1
"SABRĪNA ŠARLOTE","SIEVIETE",1
"SABRĪNE","SIEVIETE",11
"SABRĪNE EVIJA","SIEVIETE",1
"SABRĪNE LORETA","SIEVIETE",1
"SABUHADINS","VĪRIETIS",1
"SABUHI","VĪRIETIS",1
"SABURS","VĪRIETIS",1
"SABĪNA","SIEVIETE",250
"SABĪNA ALEKSANDRA","SIEVIETE",2
"SABĪNA IVONNA","SIEVIETE",1
"SABĪNA KINTIJA","SIEVIETE",1
"SABĪNA MOA","SIEVIETE",1
"SABĪNA SOFĪ","SIEVIETE",1
"SABĪNA TAIGA","SIEVIETE",1
"SABĪNA TĪNA","SIEVIETE",1
"SABĪNE","SIEVIETE",2468
"SABĪNE ADELE","SIEVIETE",1
"SABĪNE AGNIJA","SIEVIETE",1
"SABĪNE AIVA","SIEVIETE",1
"SABĪNE ALEKSANDRA","SIEVIETE",2
"SABĪNE ALISE","SIEVIETE",1
"SABĪNE ALMA","SIEVIETE",1
"SABĪNE ALVĪNE","SIEVIETE",1
"SABĪNE AMĒLIJA","SIEVIETE",1
"SABĪNE ANCE","SIEVIETE",3
"SABĪNE ANDA","SIEVIETE",1
"SABĪNE ANDŽELĪNA","SIEVIETE",1
"SABĪNE ANETE","SIEVIETE",2
"SABĪNE ANITA","SIEVIETE",1
"SABĪNE ANNA","SIEVIETE",11
"SABĪNE ANNIJA","SIEVIETE",2
"SABĪNE AUSMA","SIEVIETE",1
"SABĪNE BEATRISE","SIEVIETE",2
"SABĪNE BEĀTE","SIEVIETE",1
"SABĪNE DAGMĀRA PAULĪNE","SIEVIETE",1
"SABĪNE DAINA","SIEVIETE",1
"SABĪNE DANA","SIEVIETE",1
"SABĪNE DANIELA","SIEVIETE",1
"SABĪNE DĀRTA","SIEVIETE",2
"SABĪNE DŽEMMA","SIEVIETE",1
"SABĪNE EGIJA","SIEVIETE",1
"SABĪNE ELEINA","SIEVIETE",1
"SABĪNE ELEONORA","SIEVIETE",1
"SABĪNE ELFA","SIEVIETE",1
"SABĪNE ELIZABETE","SIEVIETE",3
"SABĪNE ELZA","SIEVIETE",3
"SABĪNE ELĪNA","SIEVIETE",2
"SABĪNE ELĪZA","SIEVIETE",1
"SABĪNE EMĪLIJA","SIEVIETE",2
"SABĪNE ENDIJA","SIEVIETE",1
"SABĪNE ESTERE","SIEVIETE",2
"SABĪNE FRANSISA","SIEVIETE",1
"SABĪNE GABRIELA","SIEVIETE",2
"SABĪNE GEILA","SIEVIETE",1
"SABĪNE GILMA","SIEVIETE",1
"SABĪNE GREISA","SIEVIETE",1
"SABĪNE GRĒTA","SIEVIETE",2
"SABĪNE GUNA","SIEVIETE",2
"SABĪNE IEVA","SIEVIETE",1
"SABĪNE ILVA","SIEVIETE",1
"SABĪNE ILZE","SIEVIETE",2
"SABĪNE INĀRA","SIEVIETE",1
"SABĪNE IVETA","SIEVIETE",1
"SABĪNE IVONNA","SIEVIETE",1
"SABĪNE IZABELLA","SIEVIETE",1
"SABĪNE JANA","SIEVIETE",1
"SABĪNE JANKSIA","SIEVIETE",1
"SABĪNE JANSONE","SIEVIETE",1
"SABĪNE JULITA","SIEVIETE",1
"SABĪNE JŪLIJA","SIEVIETE",1
"SABĪNE KAMILLA","SIEVIETE",1
"SABĪNE KARLĪNA","SIEVIETE",2
"SABĪNE KATE","SIEVIETE",4
"SABĪNE KEITA","SIEVIETE",2
"SABĪNE KORNĒLIJA","SIEVIETE",1
"SABĪNE KRISTA","SIEVIETE",1
"SABĪNE KRISTELA","SIEVIETE",1
"SABĪNE KRISTIĀNA","SIEVIETE",4
"SABĪNE KRISTĪNE","SIEVIETE",1
"SABĪNE LAURA","SIEVIETE",5
"SABĪNE LEVĀNIJA","SIEVIETE",1
"SABĪNE LIENA","SIEVIETE",1
"SABĪNE LIENE","SIEVIETE",1
"SABĪNE LINDA","SIEVIETE",1
"SABĪNE LIĀNA","SIEVIETE",1
"SABĪNE LOTE","SIEVIETE",1
"SABĪNE LUĪZE","SIEVIETE",1
"SABĪNE LĪBA","SIEVIETE",1
"SABĪNE LĪGA","SIEVIETE",1
"SABĪNE LĪVA","SIEVIETE",2
"SABĪNE LŪCIJA","SIEVIETE",1
"SABĪNE MADARA","SIEVIETE",2
"SABĪNE MAGDALĒNA","SIEVIETE",1
"SABĪNE MAIJA","SIEVIETE",1
"SABĪNE MARIA","SIEVIETE",1
"SABĪNE MARIJA","SIEVIETE",6
"SABĪNE MARTA","SIEVIETE",9
"SABĪNE MONTA","SIEVIETE",2
"SABĪNE MĀRA","SIEVIETE",1
"SABĪNE NIKOLA","SIEVIETE",1
"SABĪNE NIKOLE","SIEVIETE",1
"SABĪNE NORA","SIEVIETE",1
"SABĪNE ODRIJA","SIEVIETE",1
"SABĪNE PATRĪCIJA","SIEVIETE",3
"SABĪNE PAULA","SIEVIETE",5
"SABĪNE PETRA","SIEVIETE",1
"SABĪNE PURMALE","SIEVIETE",1
"SABĪNE RASA","SIEVIETE",1
"SABĪNE REBEKA","SIEVIETE",1
"SABĪNE REINA","SIEVIETE",1
"SABĪNE RŪTA","SIEVIETE",1
"SABĪNE SABRĪNA","SIEVIETE",1
"SABĪNE SAMANTA","SIEVIETE",1
"SABĪNE SANDRA","SIEVIETE",2
"SABĪNE SANDRA GUNTA","SIEVIETE",1
"SABĪNE SANIJA","SIEVIETE",1
"SABĪNE SANITA","SIEVIETE",2
"SABĪNE SELMA","SIEVIETE",1
"SABĪNE SENDIJA","SIEVIETE",1
"SABĪNE SIBILLA","SIEVIETE",1
"SABĪNE SIGNE","SIEVIETE",1
"SABĪNE SILVA","SIEVIETE",1
"SABĪNE SINDIJA","SIEVIETE",1
"SABĪNE SINTIJA","SIEVIETE",1
"SABĪNE SOFIJA","SIEVIETE",1
"SABĪNE SĀRA","SIEVIETE",1
"SABĪNE TOMŠEVICA","SIEVIETE",1
"SABĪNE TĪNA","SIEVIETE",2
"SABĪNE UNDA","SIEVIETE",1
"SABĪNE VENDIJA","SIEVIETE",1
"SABĪNE ZAIGA","SIEVIETE",1
"SABĪNE ZANE","SIEVIETE",1
"SACHA ROBERT","VĪRIETIS",1
"SACHI","SIEVIETE",1
"SACHIN","VĪRIETIS",7
"SACHIN ABHISHEK","VĪRIETIS",1
"SACHIN DILSARA","VĪRIETIS",1
"SACHIN JOSE","VĪRIETIS",1
"SACHIN KUMAR","VĪRIETIS",1
"SACHIN PONNAPPAN","VĪRIETIS",1
"SACHIN RUSIRU HEMAPRIYA","VĪRIETIS",1
"SACHINI KAUSHALYA","SIEVIETE",1
"SACHINI RAVISHA THILAKARATHNE","SIEVIETE",1
"SACHINI ROSITA","SIEVIETE",1
"SACHINTHA BHANUKA ADIKARI","VĪRIETIS",1
"SACHINTHA DILSHAN","VĪRIETIS",1
"SACHINTHA SUVIMALI","SIEVIETE",1
"SACHITHRA DILSHAN","VĪRIETIS",1
"SACHITHRA HIMAL","VĪRIETIS",1
"SACHU MON","VĪRIETIS",1
"SADAAM","VĪRIETIS",1
"SADAF","SIEVIETE",1
"SADAF SADAT","SIEVIETE",1
"SADAGATA","SIEVIETE",1
"SADAGATS","VĪRIETIS",2
"SADAGETA","SIEVIETE",1
"SADAM","VĪRIETIS",1
"SADAM FAYSAL","VĪRIETIS",1
"SADAM HUSSAIN","VĪRIETIS",1
"SADAQ","VĪRIETIS",1
"SADARI MITHRIKA RAJAKARUNA","SIEVIETE",1
"SADARS","VĪRIETIS",1
"SADASHIV","VĪRIETIS",1
"SADAT","VĪRIETIS",1
"SADBARG RAHMONALIEVNA","SIEVIETE",1
"SADBERK","SIEVIETE",1
"SADDAM","VĪRIETIS",2
"SADDAM HUSSAIN","VĪRIETIS",2
"SADE","SIEVIETE",1
"SADEEM RIYAZ","VĪRIETIS",1
"SADEU","VĪRIETIS",1
"SADI","VĪRIETIS",2
"SADIA","SIEVIETE",6
"SADIA ZOHRA","SIEVIETE",1
"SADIG","VĪRIETIS",2
"SADIH","VĪRIETIS",1
"SADIJA","SIEVIETE",3
"SADIK ENES","VĪRIETIS",1
"SADIKA TAIBA","SIEVIETE",1
"SADIKH","VĪRIETIS",1
"SADIKS","VĪRIETIS",1
"SADIQ","VĪRIETIS",1
"SADIRKHUJA","VĪRIETIS",1
"SADIRY URSUA","VĪRIETIS",1
"SADIYA","SIEVIETE",1
"SADKO","VĪRIETIS",1
"SADO DĀNIELS","VĪRIETIS",1
"SADOKAT","SIEVIETE",1
"SADRADDIN","VĪRIETIS",1
"SADRIDDIN","VĪRIETIS",3
"SADULLA","VĪRIETIS",2
"SADULLAKHON","VĪRIETIS",1
"SADULLO","VĪRIETIS",1
"SADYR","VĪRIETIS",2
"SADŽANS","VĪRIETIS",2
"SAEDE AURORA","SIEVIETE",1
"SAEED","VĪRIETIS",2
"SAEED AMIR","VĪRIETIS",1
"SAEEDA","SIEVIETE",2
"SAEID","VĪRIETIS",2
"SAFA","SIEVIETE",3
"SAFA","VĪRIETIS",1
"SAFAA ABDELTAWAB MOHAMED","SIEVIETE",1
"SAFAK","VĪRIETIS",1
"SAFARALI","VĪRIETIS",4
"SAFARBEK","VĪRIETIS",1
"SAFARBOJS","VĪRIETIS",1
"SAFARKHON","VĪRIETIS",1
"SAFARS","VĪRIETIS",1
"SAFARS FĀRISS ISA","VĪRIETIS",1
"SAFDAR","VĪRIETIS",1
"SAFEEYAH BINTO ABDULLAH","SIEVIETE",1
"SAFEJA","SIEVIETE",1
"SAFFI MUSTAFA","VĪRIETIS",1
"SAFIA","SIEVIETE",4
"SAFIA KADIŽA","SIEVIETE",1
"SAFIA MOHAMEDA ALI HASANA","SIEVIETE",1
"SAFIA SARA","SIEVIETE",1
"SAFIIA","SIEVIETE",2
"SAFIIA TAGIROVNA","SIEVIETE",1
"SAFIJA","SIEVIETE",33
"SAFIJA ADELA HELMI","SIEVIETE",1
"SAFIJA AMĪNA","SIEVIETE",1
"SAFIJA SOFIJA","SIEVIETE",1
"SAFIJE","SIEVIETE",1
"SAFINA","SIEVIETE",32
"SAFINA AZADA","SIEVIETE",1
"SAFINA EIPRILA","SIEVIETE",1
"SAFINA MIKELA","SIEVIETE",1
"SAFINE","SIEVIETE",1
"SAFINS","VĪRIETIS",1
"SAFIRA","SIEVIETE",4
"SAFIRA KATE","SIEVIETE",1
"SAFIRA VANDŽIRU KIRA","SIEVIETE",1
"SAFIRS","VĪRIETIS",1
"SAFIULLOH","VĪRIETIS",1
"SAFIYA","SIEVIETE",7
"SAFIYYA","SIEVIETE",1
"SAFNA","SIEVIETE",1
"SAFOMUKHAMMAD","VĪRIETIS",1
"SAFONIJS","VĪRIETIS",3
"SAFRON","VĪRIETIS",1
"SAFRONA","SIEVIETE",1
"SAFRONS","VĪRIETIS",4
"SAFTAR","VĪRIETIS",1
"SAFTARS","VĪRIETIS",1
"SAFTER","VĪRIETIS",1
"SAFWAN SALAM","VĪRIETIS",1
"SAFĪNA","SIEVIETE",1
"SAFĪNE","SIEVIETE",1
"SAFĪRA","SIEVIETE",6
"SAFĪRA MINA","SIEVIETE",1
"SAGA RIA ISABELLA","SIEVIETE",1
"SAGA SOFIA","SIEVIETE",1
"SAGAR","VĪRIETIS",9
"SAGAR BHUSHAN","VĪRIETIS",1
"SAGAR BIJENDER","VĪRIETIS",1
"SAGAR ISHWAR","VĪRIETIS",1
"SAGAR PRAVINBHAI","VĪRIETIS",1
"SAGARIKA","SIEVIETE",1
"SAGARIKA DISSANAYAKE","SIEVIETE",1
"SAGARKUMAR HIMMATBHAI","VĪRIETIS",1
"SAGARKUMAR MUKESHBHAI","VĪRIETIS",1
"SAGDULLA","VĪRIETIS",1
"SAGI","SIEVIETE",2
"SAGI","VĪRIETIS",7
"SAGIRS","VĪRIETIS",1
"SAGITA","SIEVIETE",4
"SAGIVS","VĪRIETIS",1
"SAGIVS DAVIDS","VĪRIETIS",1
"SAGZHANAY","SIEVIETE",1
"SAHAJA","SIEVIETE",1
"SAHAL","VĪRIETIS",1
"SAHAN KAVINDA SEPALA","VĪRIETIS",1
"SAHAN MANILKA PERERA","VĪRIETIS",1
"SAHAN MILINDA","VĪRIETIS",1
"SAHAN RAVISHAN","VĪRIETIS",1
"SAHAN SUMUDITHA PERERA","VĪRIETIS",1
"SAHARE MEIPLE","SIEVIETE",1
"SAHARS HEZI MOŠE","VĪRIETIS",1
"SAHAS","VĪRIETIS",1
"SAHASU RASHMI NEELAMAL","VĪRIETIS",1
"SAHAVATS","VĪRIETIS",1
"SAHBATS","VĪRIETIS",1
"SAHBI","VĪRIETIS",1
"SAHEEM AHAMED","VĪRIETIS",1
"SAHET","VĪRIETIS",1
"SAHIB FATEH","VĪRIETIS",1
"SAHIBJIT","VĪRIETIS",1
"SAHIBS","VĪRIETIS",3
"SAHIBZADA YASIR","VĪRIETIS",1
"SAHIJA","SIEVIETE",1
"SAHIL","VĪRIETIS",13
"SAHIL LALITKUMAR","VĪRIETIS",1
"SAHIL SINGH","VĪRIETIS",2
"SAHILPREET SINGH","VĪRIETIS",1
"SAHILS","VĪRIETIS",2
"SAHIN","VĪRIETIS",1
"SAHIRS","VĪRIETIS",1
"SAHITYA","VĪRIETIS",1
"SAHRUNNISHA AZIZ","SIEVIETE",1
"SAHĪMS JUNIORS","VĪRIETIS",1
"SAI AVANTIKA","SIEVIETE",1
"SAI CHARAN","VĪRIETIS",2
"SAI GANESH","VĪRIETIS",1
"SAI KRISHNA","VĪRIETIS",2
"SAI KUMAR","VĪRIETIS",2
"SAI NAGA DEEPIKA","SIEVIETE",1
"SAI PIRABU","VĪRIETIS",1
"SAI PRAKASH","VĪRIETIS",1
"SAI PREETHAM","VĪRIETIS",1
"SAI PRUDHVI","VĪRIETIS",1
"SAI SAHITH","VĪRIETIS",1
"SAI SONIMA","SIEVIETE",1
"SAI SRINIJA","SIEVIETE",1
"SAI SUKANYA","SIEVIETE",1
"SAI VARSHITHA","SIEVIETE",1
"SAIBA ALI","SIEVIETE",1
"SAID","VĪRIETIS",11
"SAID BORNA","VĪRIETIS",1
"SAID LALA","VĪRIETIS",1
"SAID OBAID","VĪRIETIS",1
"SAID PARIS KHAN","VĪRIETIS",1
"SAID-AKBAR","VĪRIETIS",1
"SAID-MAGOMED","VĪRIETIS",1
"SAIDA","SIEVIETE",23
"SAIDA SAULE","SIEVIETE",1
"SAIDABBAS","VĪRIETIS",1
"SAIDABBOS","VĪRIETIS",1
"SAIDABONU","SIEVIETE",1
"SAIDAKBAR","VĪRIETIS",3
"SAIDAKHMAD","VĪRIETIS",1
"SAIDALI","VĪRIETIS",2
"SAIDALIKHON","VĪRIETIS",2
"SAIDALOKHON","VĪRIETIS",1
"SAIDALOKHUJA","VĪRIETIS",1
"SAIDAMIN","VĪRIETIS",1
"SAIDAMIR","VĪRIETIS",1
"SAIDAMIRS","VĪRIETIS",1
"SAIDARIFS","VĪRIETIS",1
"SAIDAS","VĪRIETIS",1
"SAIDASROR","VĪRIETIS",1
"SAIDAZIM","VĪRIETIS",1
"SAIDBAHROMI","VĪRIETIS",1
"SAIDBARIY","VĪRIETIS",1
"SAIDBEG","VĪRIETIS",1
"SAIDBEK","VĪRIETIS",1
"SAIDFOZIL","VĪRIETIS",1
"SAIDISLOM","VĪRIETIS",1
"SAIDJAKHON","VĪRIETIS",1
"SAIDJON","VĪRIETIS",6
"SAIDKHOJA","VĪRIETIS",1
"SAIDKOSHIFKHON","VĪRIETIS",1
"SAIDMALIK","VĪRIETIS",1
"SAIDMUHAMMAD","VĪRIETIS",1
"SAIDMUROD","VĪRIETIS",1
"SAIDOLIM","VĪRIETIS",1
"SAIDOLIMKHON","VĪRIETIS",1
"SAIDRAKHMON","VĪRIETIS",1
"SAIDS","VĪRIETIS",4
"SAIDS ADAMS","VĪRIETIS",1
"SAIDS ALI","VĪRIETIS",1
"SAIDS KAISS","VĪRIETIS",1
"SAIDS MOHAMMADS","VĪRIETIS",1
"SAIDS MOHDS","VĪRIETIS",1
"SAIDSHOH","VĪRIETIS",1
"SAIDUMAR","VĪRIETIS",1
"SAIDZOD","VĪRIETIS",1
"SAIED","VĪRIETIS",1
"SAIEDA AJEŠA","SIEVIETE",1
"SAIEDA ELIZA","SIEVIETE",1
"SAIEDS HASANS","VĪRIETIS",1
"SAIEDS HUSAINS","VĪRIETIS",1
"SAIEDS KARIMS","VĪRIETIS",1
"SAIEDS MUHAMMADS RAJĀNS","VĪRIETIS",1
"SAIEDS ZAIDANS","VĪRIETIS",1
"SAIEDS ZULFIKARS","VĪRIETIS",1
"SAIEESHA MUTHUKUMAR","SIEVIETE",1
"SAIENA LUĪZE","SIEVIETE",1
"SAIF","VĪRIETIS",2
"SAIF ALI","VĪRIETIS",1
"SAIF EDDINE","VĪRIETIS",1
"SAIF UL","VĪRIETIS",1
"SAIFIDDIN","VĪRIETIS",1
"SAIFULLAH","VĪRIETIS",3
"SAIFULLAHS","VĪRIETIS",1
"SAIFUR","VĪRIETIS",1
"SAIGA","SIEVIETE",2
"SAIGE","SIEVIETE",1
"SAIGIDS","VĪRIETIS",2
"SAIGITS","VĪRIETIS",4
"SAIHA","SIEVIETE",2
"SAIJA","SIEVIETE",2
"SAIJA ELINA","SIEVIETE",1
"SAIJA HELENA","SIEVIETE",1
"SAIJA LĪVA","SIEVIETE",1
"SAIKHA","SIEVIETE",1
"SAIKIRAN","VĪRIETIS",2
"SAIKRISHNA","VĪRIETIS",1
"SAILA","SIEVIETE",17
"SAILA ELISABETE","SIEVIETE",1
"SAILA VENIJA","SIEVIETE",1
"SAILANA","SIEVIETE",1
"SAILASS","VĪRIETIS",1
"SAILENSA","SIEVIETE",1
"SAILESH","VĪRIETIS",1
"SAILESS ALEKSANDRS","VĪRIETIS",1
"SAILI","SIEVIETE",1
"SAILITA","SIEVIETE",2
"SAIMA","SIEVIETE",4
"SAIMANTS","VĪRIETIS",1
"SAIMATA","SIEVIETE",1
"SAIMON","VĪRIETIS",1
"SAIMONA","SIEVIETE",5
"SAIMONDS","VĪRIETIS",23
"SAIMONE","SIEVIETE",1
"SAIMONS","VĪRIETIS",49
"SAIMONS ALISTERS","VĪRIETIS",1
"SAIMONS ARNOLDS","VĪRIETIS",1
"SAIMONS DŽONS","VĪRIETIS",1
"SAIMONS DŽONS PAULS","VĪRIETIS",1
"SAIMONS ENDRŪ","VĪRIETIS",1
"SAIMONS JĀKOBS","VĪRIETIS",1
"SAIMONS LEJS","VĪRIETIS",1
"SAIMONS ROBERTS","VĪRIETIS",1
"SAIMONS RĪSS","VĪRIETIS",1
"SAIMONS SEMJONS","VĪRIETIS",1
"SAIMONS TOMS","VĪRIETIS",1
"SAIMONS TOVIJS","VĪRIETIS",1
"SAIMONS ĀDAMS","VĪRIETIS",1
"SAIMONTS","VĪRIETIS",2
"SAINA","SIEVIETE",1
"SAINATH","VĪRIETIS",1
"SAIRA","SIEVIETE",14
"SAIRA BANO","SIEVIETE",1
"SAIRA MĀRA","SIEVIETE",1
"SAIRAGAVAN KANNAN","VĪRIETIS",1
"SAIRAH","SIEVIETE",1
"SAIRAS","VĪRIETIS",1
"SAIRIS","VĪRIETIS",2
"SAIRITA","SIEVIETE",6
"SAIRO","VĪRIETIS",1
"SAIRUS","VĪRIETIS",1
"SAIRUSS","VĪRIETIS",3
"SAIRUSS ANDRIS","VĪRIETIS",1
"SAIRUSS ARDALEONS","VĪRIETIS",1
"SAIRUSS BĒRZIŅŠ","VĪRIETIS",1
"SAIRUSS KARVERS LAROKS","VĪRIETIS",1
"SAIRUSS LŪKS","VĪRIETIS",1
"SAIRUSS ĀRČERS","VĪRIETIS",1
"SAIRĪTE","SIEVIETE",1
"SAISA","SIEVIETE",1
"SAIT","VĪRIETIS",1
"SAITALI","VĪRIETIS",1
"SAITEJA","VĪRIETIS",1
"SAITS","VĪRIETIS",1
"SAIVA","SIEVIETE",214
"SAIVA DĒKLA","SIEVIETE",1
"SAIVA DŽUNE","SIEVIETE",1
"SAIVA ELZA","SIEVIETE",1
"SAIVA ELĪZA","SIEVIETE",1
"SAIVA ENIJA","SIEVIETE",1
"SAIVA KARMENA","SIEVIETE",1
"SAIVA LĪGA","SIEVIETE",1
"SAIVA SELĒNA","SIEVIETE",1
"SAIVA VENETA","SIEVIETE",1
"SAIVIJA","SIEVIETE",1
"SAIVIS","VĪRIETIS",15
"SAIVIS DINS","VĪRIETIS",1
"SAIVO","VĪRIETIS",1
"SAIYOKHATGULI","SIEVIETE",1
"SAIYORA","SIEVIETE",1
"SAJA","SIEVIETE",2
"SAJAD","VĪRIETIS",1
"SAJAFS","VĪRIETIS",1
"SAJAN","VĪRIETIS",1
"SAJAN SINGH","VĪRIETIS",1
"SAJANA","SIEVIETE",6
"SAJANS","VĪRIETIS",16
"SAJANS JANIS","VĪRIETIS",1
"SAJATS","VĪRIETIS",1
"SAJEDS NUHS","VĪRIETIS",1
"SAJEER","VĪRIETIS",1
"SAJEER ALI","VĪRIETIS",1
"SAJEESH","VĪRIETIS",1
"SAJID","VĪRIETIS",2
"SAJID ABDULMAJID","VĪRIETIS",1
"SAJID AHMAD","VĪRIETIS",1
"SAJIDAH ALI KHUDHAIR","SIEVIETE",1
"SAJIDS","VĪRIETIS",1
"SAJIN","VĪRIETIS",2
"SAJIN CHANDRAN","VĪRIETIS",1
"SAJIN PULIKKOTTIL","VĪRIETIS",1
"SAJINI THAVISHI","SIEVIETE",1
"SAJITH HASHAN WEERASINGHE","VĪRIETIS",1
"SAJITH SAJEEV","VĪRIETIS",1
"SAJLANDS","VĪRIETIS",1
"SAJNA","SIEVIETE",1
"SAJUMI DANITA","SIEVIETE",1
"SAJĀNS","VĪRIETIS",2
"SAKA","SIEVIETE",1
"SAKARI AUKUSTI","VĪRIETIS",1
"SAKARI SULO AADOLF","VĪRIETIS",1
"SAKARI VALDEMAR","VĪRIETIS",1
"SAKETH","VĪRIETIS",1
"SAKHI BHAVIN","SIEVIETE",1
"SAKHINUR","SIEVIETE",1
"SAKHOBIDDIN","VĪRIETIS",1
"SAKI FARAH","VĪRIETIS",1
"SAKILA YASHAN JAYATHILAKA","VĪRIETIS",1
"SAKINA","SIEVIETE",3
"SAKINASULTON","SIEVIETE",1
"SAKITS","VĪRIETIS",3
"SAKRIA ABDULLAHI","VĪRIETIS",1
